2906	1.630e-1
2906	1.648e-1
2906	1.654e-1
2906	1.660e-1
2906	1.666e-1
2906	1.672e-1
2906	1.678e-1
2906	1.684e-1
2906	1.695e-1
2906	1.701e-1
2906	1.707e-1
2906	1.713e-1
2906	1.725e-1
2906	1.737e-1
2906	1.749e-1
2906	1.767e-1
2906	1.785e-1
2906	1.808e-1
2906	1.808e-1
2906	1.808e-1
2906	1.808e-1
2907	1.808e-1
2907	1.820e-1
2907	1.832e-1
2907	1.850e-1
2907	1.874e-1
2907	1.904e-1
2907	1.927e-1
2907	1.957e-1
2907	1.987e-1
2907	2.005e-1
2907	2.023e-1
2907	2.040e-1
2907	2.058e-1
2907	2.076e-1
2907	2.100e-1
2907	2.112e-1
2907	2.124e-1
2907	2.136e-1
2907	2.148e-1
2907	2.165e-1
2907	2.183e-1
2907	2.189e-1
2907	2.207e-1
2907	2.225e-1
2907	2.243e-1
2907	2.261e-1
2907	2.278e-1
2907	2.296e-1
2907	2.314e-1
2907	2.326e-1
2907	2.338e-1
2907	2.350e-1
2907	2.356e-1
2907	2.362e-1
2907	2.368e-1
2907	2.362e-1
2907	2.356e-1
2907	2.350e-1
2907	2.362e-1
2907	2.374e-1
2907	2.385e-1
2907	2.403e-1
2907	2.397e-1
2907	2.391e-1
2907	2.374e-1
2907	2.356e-1
2907	2.326e-1
2907	2.290e-1
2907	2.243e-1
2907	2.201e-1
2908	2.165e-1
2908	2.130e-1
2908	2.094e-1
2908	2.058e-1
2908	2.023e-1
2908	1.987e-1
2908	1.963e-1
2908	1.939e-1
2908	1.916e-1
2908	1.898e-1
2908	1.880e-1
2908	1.862e-1
2908	1.850e-1
2908	1.826e-1
2908	1.802e-1
2908	1.779e-1
2908	1.761e-1
2908	1.743e-1
2908	1.725e-1
2908	1.713e-1
2908	1.713e-1
2908	1.719e-1
2908	1.725e-1
2908	1.725e-1
2908	1.725e-1
2908	1.725e-1
2908	1.731e-1
2908	1.737e-1
2908	1.743e-1
2908	1.743e-1
2908	1.743e-1
2908	1.749e-1
2908	1.743e-1
2908	1.749e-1
2908	1.761e-1
2908	1.779e-1
2908	1.797e-1
2908	1.820e-1
2908	1.850e-1
2908	1.886e-1
2908	1.910e-1
2908	1.933e-1
2908	1.963e-1
2908	1.993e-1
2908	2.029e-1
2908	2.064e-1
2908	2.100e-1
2908	2.124e-1
2908	2.148e-1
2909	2.171e-1
2909	2.183e-1
2909	2.195e-1
2909	2.207e-1
2909	2.219e-1
2909	2.237e-1
2909	2.255e-1
2909	2.272e-1
2909	2.278e-1
2909	2.284e-1
2909	2.296e-1
2909	2.296e-1
2909	2.284e-1
2909	2.267e-1
2909	2.249e-1
2909	2.237e-1
2909	2.225e-1
2909	2.213e-1
2909	2.201e-1
2909	2.195e-1
2909	2.195e-1
2909	2.189e-1
2909	2.189e-1
2909	2.189e-1
2909	2.201e-1
2909	2.213e-1
